,name,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,identity
505,Ezzara,0,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.00668896321070234,1,Graces
506,Euron Greyjoy,1,Ironborn,,,Lady of House Sunderly,Quellon Greyjoy,,,,0,0,0,0,0,1.0,0.0,,,0,0,,4,1,1,0.7391304347826079,1,Exiles
507,Ezzelyno,0,Braavosi,,,,,,R'hllor,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1,priest
508,Fern,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1,peasant
509,Ferny,0,Free Folk,,,,,,,Craster,0,0,1,1,0,,,,0.0,1,0,,0,0,0,0.0167224080267558,1,wildling
510,Ferret,0,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,Smallfolk
511,Fogo,1,Dothraki,,298.0,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.020066889632107,0,khalakka
512,Fornio,1,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1,ranger
513,Fralegg,1,Ironborn,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1,raider
514,Frenya,1,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652,0,spearwife
515,Frynne,0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,1,Smallfolk
516,Gage,0,,,,,,,House Stark,,1,1,1,0,0,,,,,0,0,,0,0,0,0.0334448160535117,1,head
517,Galladon of Morne,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,knight
518,Gallard,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1,archmaester
519,Galt,0,Vale mountain clans,,,,,,Stone Crows,,0,1,0,1,0,,,,,0,0,,0,0,0,0.00334448160535117,1,Tyrion Lannister's household
520,Galtry the Green,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1,hedge
521,Galyeon of Cuy,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1,singer
522,Gareth the Grey,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.00334448160535117,1,knight
523,Garigus,1,,,,,,,Alchemists' Guild,,0,0,1,0,0,,,,,0,1,,0,0,0,0.020066889632107,1,Royalists of Robert's Rebellion
524,Garizon,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1,archmaester
525,Gariss,1,,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0,1,man
526,Garrett Paege,1,,,,,,,House Paege,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214046,1,Squires
527,Garth XII Gardener,0,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1,King
528,Garth of Oldtown,0,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.020066889632107,0,ranger
529,Gascoyne,0,,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0133779264214046,1,knight
530,Gavin,0,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.00668896321070234,1,leader
531,Gelmarr,1,,,299.0,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0,0,0.0267558528428093,0,raider
532,Gerren,0,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558,1,Yoren
533,Gerold Lannister,1,Westerman,,244.0,,,,House Lannister,Alysanne Farman,0,0,0,0,0,,,,1.0,1,1,,0,0,0,0.0869565217391304,0,Lord
534,Ghael,1,Astapori,,,,,,,,0,0,1,0,1,,,,,0,1,,0,0,0,0.0234113712374581,1,envoy
535,Gillam,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1,brother
536,Gladden Wylde,1,,,298.0,,,,House Wylde,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558,0,knight
537,Glendon Flowers,1,,196.0,,,,,,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0802675585284281,0,hedge
538,Goady,0,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1,ranger
539,Godwyn,1,,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,guard
540,Gormond Drumm,1,Ironborn,,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1,Nobles
541,Gowen Baratheon,1,,,,,,,House Baratheon,Tya Lannister,1,0,0,0,0,,,,1.0,1,0,,0,0,0,0.0167224080267558,1,Nobles
542,Grance Morrigen,1,,,,,,,House Morrigen,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535,1,knight
543,Grazdan,1,Astapori,,299.0,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0133779264214046,0,name
544,Grazdan zo Galare,1,Meereenese,,,,,,House of Galare,,0,0,0,0,1,,,,,0,0,,0,0,0,0.020066889632107,1,slave
545,Green Gergen,1,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,part
546,Great Walrus,1,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046,1,leader
547,Gretchel,1,,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1,woman
548,Grey King,1,Ironborn,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0769230769230769,1,monarch
549,Griffin King,1,First Men,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,1,figure
550,Grigg,0,Free Folk,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1,folk
551,Grisel,0,,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,woman
552,Grisella,0,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0100334448160535,1,wildling
553,Gulian,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00334448160535117,1,maester
554,Gulian Qorgyle,1,,,,,,,House Qorgyle,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1,knight
555,Gurn,0,Vale mountain clans,,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,father
556,Guyne,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1,archmaester
557,Gwayne Corbray,1,,,,,,,House Corbray,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0434782608695652,1,knight
558,Gwayne Gaunt,0,,,,,,,House Gaunt,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0367892976588628,1,knight
559,Gwin Goodbrother,0,Ironborn,,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0267558528428093,1,twelve
560,Gyles,0,,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00334448160535117,1,Knights
561,Gyleno Dothare,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,patron
562,Gyles Farwynd,1,Ironborn,,,,,,House Farwynd of the Lonely Light,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,Nobles
563,Gwynesse Harlaw,0,Ironborn,,,,,,House Harlaw,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0568561872909698,1,Noblewomen
564,Gyles Grafton,1,,,,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,Squires
565,Gyloro Dothare,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,patron
566,Gyles III Gardener,1,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,1,King
567,Gynir,1,,,299.0,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0,0,0.0267558528428093,0,raider
568,Haggon,1,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.020066889632107,1,folk
569,Gysella Goodbrother,0,Ironborn,,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0267558528428093,1,twelve
570,Hali,0,Free Folk,,298.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,0,spearwife
571,Haldon,1,,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0,0,0.127090301003344,1,healer
572,Harbert Paege,0,,,,,,,House Paege,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1,knight
573,Hamish the Harper,0,,,300.0,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.020066889632107,0,singer
574,Halys Hornwood,1,Northmen,,298.0,,,,House Hornwood,Donella Manderly,1,1,0,1,0,,,,1.0,1,1,,0,0,0,0.107023411371237,0,Lord
575,Harghaz,1,Ghiscari,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0234113712374581,0,Ghiscari
576,Hareth (Mole's Town),1,,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0501672240802675,1,stablehand
577,Harlan Grandison,1,,,281.0,,,,House Grandison,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0167224080267558,0,knight
578,Harle the Handsome,1,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046,1,leader
579,Harle the Huntsman,1,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0167224080267558,1,leader
580,Harlon Botley,1,Ironborn,,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749163,1,Nobles
581,Harmund Sharp,1,Ironborn,,,,,,House Sharp,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,Nobles
582,Harlon Greyjoy,1,Ironborn,,,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0635451505016722,1,Nobles
583,Harodon,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1,archmaester
584,Harra,0,,,299.0,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558,0,servant
585,Harrag Sharp,0,Ironborn,,299.0,,,,House Sharp,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558,0,raider
586,Harrag Hoare,1,Ironborn,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0267558528428093,1,King
587,Harren Half-Hoare,1,Ironborn,,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1,raider
588,Harren Botley,0,Ironborn,,299.0,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.060200668896321,0,Nobles
589,Harrold Osgrey,1,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0234113712374581,1,Knights
590,Harry Sawyer,0,,,,,,,House Sawyer,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080267558,1,knight
591,Harsley,1,,,299.0,,,,,,0,0,1,0,1,,,,,0,0,,0,0,0,0.00334448160535117,0,inhabitant
592,Harwyn Hoare,1,,,,,Qhorwyn Hoare,Halleck Hoare,,,0,0,0,0,0,,1.0,1.0,,0,0,,0,0,0,0.10033444816053501,1,King
593,Hayhead,1,Northmen,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558,1,sworn
594,Hazrak zo Loraq,1,Ghiscari,,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0100334448160535,1,Slavers
595,Harwyn Plumm,1,,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0468227424749163,1,Nobles
596,Helicent Uffering,0,,171.0,,,,,House Uffering,,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0234113712374581,0,Lackwits
597,Helliweg,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1,maester
598,Helly,0,,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,girl
599,Helya,0,,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,steward
600,Henk,1,Free Folk,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1,folk
601,Henly (House Ashford),0,,,,,,,House Ashford,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1,stableman
602,Herbert Bolling,0,,,,,,,House Bolling,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1,knight
603,Hendry Bracken,0,,,299.0,,,,House Bracken,,0,1,0,0,0,,,,,0,0,,0,0,0,0.040133779264214,0,Nobles
604,Heward,0,northmen,,298.0,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,0,sworn
605,Hibald,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,merchant
606,Hilmar Drumm,1,Ironborn,,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1,Nobles
607,Hod,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,traveler
608,Hoke,0,,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,guard
609,Holger,0,Vale mountain clans,,,,,,Stone Crows,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,father
610,Hop-Robin,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0334448160535117,1,Recruits of the Night's Watch
611,Hugh Beesbury,0,,,,,,,House Beesbury,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1,knight
612,Humfrey Clifton,1,,,,,,,House Clifton,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0133779264214046,1,knight
613,Hunnimore,0,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,maester
614,Husband,1,,,,,,,,Sharna,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.0434782608695652,1,Innkeepers
615,Illifer,1,,240.0,,,,,,,0,0,0,1,0,,,,,0,1,65.0,0,0,0,0.040133779264214,1,hedge
616,Ironbelly,1,,,,,,,,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1,master
617,Jaehaerys Targaryen (son of Aegon II),1,,123.0,129.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,6.0,0,0,0,0.187290969899665,0,Twins
618,Jaehaera Targaryen,0,Valyrian,123.0,133.0,,,,House Targaryen,Aegon III Targaryen,0,0,0,0,0,,,,0.0,1,1,10.0,0,0,0,0.280936454849498,0,Twins
619,Jaggot,0,Vale mountain clans,,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,member
620,Jaehaerys II Targaryen,1,,,,Betha Blackwood,Aegon V Targaryen,Aerys II Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,0,0,1,0.49498327759197297,0,Lord
621,Jaime Frey,1,,299.0,,,,,House Frey,,0,0,0,1,0,,,,,0,0,6.0,0,0,0,0.127090301003344,1,Twins
622,Jaehaerys I Targaryen,1,,,,Alyssa Velaryon,Aenys I Targaryen,Aemon Targaryen,,,0,0,0,0,0,1.0,0.0,1.0,,0,0,,5,1,1,0.65886287625418,0,Deaths by natural causes
623,Jate,0,,,300.0,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,0,0
624,Jate Blackberry,1,,,,,,,House Blackberry,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1,Gate captains
625,Jasper Waynwood,1,,,,,,,House Waynwood,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0568561872909698,1,Nobles
626,Jayde,0,,,,,,,Chataya's brothel,,0,0,1,0,0,,,,,0,0,,0,0,0,0.020066889632107,1,whore
627,Jeffory Norcross,1,,,,,,,House Norcross,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1,knight
628,Jeffory Mallister,1,,,,,,,House Mallister,,0,1,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,1,Executions for treason
629,Jayne Bracken,0,,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0301003344481605,1,Noblewomen
630,Squinty Jeyne,0,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1,peasant
631,Jeyne Fossoway,0,,,,,,,House Fossoway of New Barrel,Gunthor Hightower,0,0,0,1,0,,,,1.0,1,0,,0,0,0,0.0535117056856187,1,Noblewomen
632,Jeyne Heddle,0,,281.0,,,,,Brotherhood Without Banners,,0,0,0,1,0,,,,,0,0,24.0,0,0,0,0.0334448160535117,1,innkeep
633,Jeyne Swann,0,,,,,,,House Swann,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0167224080267558,1,Noblewomen
634,Jeyne Westerling (wife of Maegor I),0,,27.0,47.0,,,,House Westerling,Alyn Tarbeck,0,0,1,0,0,,,,1.0,1,1,20.0,0,0,0,0.11036789297658801,0,Royal consorts
635,Jeyne Waters,1,Westeros,171.0,,,,,,,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0735785953177257,0,Bastards
636,Jeyne Westerling,0,Westermen,283.0,,,,,House Westerling,Robb Stark,0,0,1,1,0,,,,0.0,1,1,22.0,0,0,1,0.42474916387959794,1,Royal consorts
637,Jocelyn Swyft,0,,,,,,,House Swyft,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1,Articles with unsourced statements
638,Jodge,1,,,,,,,House Lannister,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,squire
639,Joanna Swyft,0,,,,,,,House Swyft,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581,1,Noblewomen
640,Joanna Lannister,0,Westerman,245.0,273.0,,,,House Lannister,Tywin Lannister,1,1,1,1,1,,,,0.0,1,1,28.0,5,1,0,0.23076923076923,0,Companions and ladies-in-waiting of Rhaella Targaryen
641,Johanna Swann,0,,,,,,,House Swann,,0,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,1,Courtesans
642,Jommo,1,Dothraki,,,,,,,,1,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,khal
643,Jommy,1,,,,,,,House Baratheon,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,man
644,Jon Cupps,1,,,,,,,House Cupps,Leyla Hightower,0,0,0,1,0,,,,1.0,1,1,,0,0,0,0.0501672240802675,1,knight
645,Jon Heddle,1,,,,,,,House Heddle,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1,knight
646,Jon Hollard,1,,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428093,1,knight
647,Jon Penny,0,,,,,,,House Penny,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1,boy
648,Jon Penrose,1,,,,,,,House Penrose,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558,1,knight
649,Jon Pox,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,friend
650,Jon Vance,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0234113712374581,1,maester
651,Jon Umber (Smalljon),1,Northmen,,299.0,,,,House Umber,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0702341137123745,0,Nobles
652,Jon Umber (Greatjon),1,Northmen,,,,,,House Umber,,1,1,1,1,1,,,,,0,1,,0,0,0,0.183946488294314,1,Lord
653,Jon Waters,1,,171.0,,,,,,,0,0,0,1,0,,,,,0,1,100.0,0,0,0,0.0769230769230769,0,Bastards
654,Jorquen,1,,,,,,,Night's Watch,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00334448160535117,1,septon
655,Jorgen,1,,,,,,,House Webber,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,sworn
656,Joseran,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00334448160535117,1,maester
657,Joseth,1,,,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,0,0,0.0301003344481605,1,master
658,Joseth Mallister,0,,,,,,,House Mallister,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1,knight
659,Joss,1,,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,brewer
660,Joss the Gloom,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,mummer
661,Joth Quickbow,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1,man
662,Josua Willum,1,,,,,,,House Willum,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1,Turncloaks in the War of the Five Kings
663,Jurne,0,,,,,,,,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1,maester
664,Jothos Slynt,1,,,,,,,House Slynt,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0234113712374581,1,Lowborn nobles
665,Jyck,1,,,298.0,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0301003344481605,0,sworn
666,Jyzene,0,,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,wench
667,Kegs,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1,builder
668,Kella,0,,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,sworn
669,Kemmett Pyke,0,Ironborn,,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0100334448160535,1,raider
670,Kenned,0,Ironborn,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,0,raider
671,Ketter,0,,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,ranger
672,Kirby Pimm,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,knight
673,Kojja Mo,0,Summer Isles,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,Sailors
674,Kirth Vance,1,,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0267558528428093,1,knight
675,Koss,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0367892976588628,0,Yoren
676,Kromm,0,ironborn,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,0,raider
677,Kurz,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0367892976588628,0,Yoren
678,Kyle,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428093,1,hedge
679,Kyle (brotherhood),0,,,299.0,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,0,Outlaws
680,Kyle Royce,1,,,,,,,House Royce,,0,1,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,1,Executions for treason
681,Kyleg,0,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0100334448160535,1,leader
682,Kym,0,,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0,1,maester
683,Lamprey,1,,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1,gaoler
684,Lancel V Lannister,0,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,1,King
685,Lanna,0,,285.0,,,,,,,0,0,1,1,0,,,,,0,0,20.0,0,0,0,0.020066889632107,1,0
686,Lanna (Happy Port),0,Braavosi,286.0,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,19.0,0,0,0,0.0267558528428093,1,prostitute
687,Larraq,1,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.020066889632107,1,slave
688,Layna,0,,279.0,,,,,,,0,1,0,0,0,,,,,0,0,26.0,0,0,0,0.0234113712374581,1,Smallfolk
689,Lem,1,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0836120401337792,1,Lemoncloak
690,Leana Frey,0,,299.0,,,,,House Frey,,0,0,0,1,0,,,,,0,0,6.0,0,0,0,0.0735785953177257,1,Noblewomen
691,Lennocks,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,Smallfolk
692,Lem (Standfast),0,,161.0,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0133779264214046,0,sworn
693,Lenn,0,Free Folk,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1,raider
694,Lenyl,1,Free Folk,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0100334448160535,1,raider
695,Lenwood Tawney,1,Ironborn,,,,,,House Tawney,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,fiddler
696,Leo Tyrell (Longthorn),1,Reach,,,,,,House Tyrell,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0535117056856187,1,Lord
697,Leona Tyrell,0,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.123745819397993,1,Noblewomen
698,Leo Tyrell (son of Victor),1,,,,,,,House Tyrell,Alys Beesbury,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.130434782608695,1,knight
699,Lester,0,,,,,,,House Lannister,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,sworn
700,Lew (guard),0,Northmen,,,,,,House Stark,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,Smallfolk
701,Lewis Lanster,1,,,,,,,Windblown,,0,0,0,0,1,,,,,0,0,,0,0,0,0.00668896321070234,1,sellsword
702,Lewys Piper,1,Rivermen,,,,,,House Piper,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0334448160535117,1,Squires
703,Leyla Hightower,0,,,,,,,House Hightower,Jon Cupps,0,0,0,1,0,,,,1.0,1,0,,0,0,0,0.0501672240802675,1,Noblewomen
704,Lia Serry,0,,,,,,,House Serry,Theodore Tyrell,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.13712374581939699,1,Noblewomen
705,Liane Vance,0,,,,,,,House Vance of Wayfarer's Rest,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,Noblewomen
706,Lister,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,Smallfolk
707,Long Lew,1,,,,,,,House Tully,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,guard
708,Lorcas,1,,241.0,,,,,,,0,0,0,1,0,,,,,0,0,64.0,0,0,0,0.0100334448160535,1,acolyte
709,Lorent Lorch,0,,,,,,,House Lorch,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0100334448160535,1,knight
710,Lorimer,1,,,298.0,,,,House Lefford,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,0,hedge
711,Lorren,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0234113712374581,0,raider
712,Lothar,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,maester
