,name,male,culture,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,popularity,identity,isAlive
275,Addam Frey,1,,House Frey,0,0,0,0,0,0,1,,0,0,0.026755853,knight,1
276,Addam,1,,,0,0,0,0,0,0,1,,0,0,0.006688963,smallfolk,1
277,Addam Osgrey,1,,House Osgrey,0,0,0,0,0,0,0,13,0,0,0.036789298,warrior,0
278,Aegon Frey (son of Aenys),1,,House Frey,0,0,0,0,0,0,0,52,0,0,0,noble,1
279,Aegon Frey (son of Stevron),1,,House Frey,0,0,0,0,0,0,0,50,0,0,0,noble,0
280,Aegon I Targaryen,1,,,0,0,0,0,0,0,0,,6,1,1,king,0
281,Aegon II Targaryen,1,,,0,0,0,0,0,0,0,,7,1,0.759197324,king,0
282,Aegon IV Targaryen,1,,,0,0,0,0,0,0,0,,15,1,0.675585284,king,0
283,Aegon Targaryen (son of Baelon),1,Valyrian,House Targaryen,0,0,0,0,0,0,1,,0,0,0,noble,1
284,Aegon III Targaryen,1,Valyrian,,0,0,0,0,0,0,0,,8,1,0.62541806,king,0
285,Aegon Targaryen (son of Jaehaerys I),0,Valyrian,House Targaryen,0,0,0,0,0,0,1,100,0,0,0,noble,0
286,Aegon Targaryen (son of Aenys I),1,Valyrian,House Targaryen,0,0,0,0,0,1,1,17,0,0,0,prince,0
287,Aegon Targaryen (son of Rhaegar),1,Valyrian,House Targaryen,0,0,0,0,0,0,0,2,0,0,0,king,0
288,Aemon Costayne,1,,House Costayne,0,0,1,0,0,0,0,,0,0,0.010033445,noble,1
289,Aenys I Targaryen,1,,,0,0,0,0,0,0,0,,5,1,0.571906355,king,0
290,Aethan,0,,Night's Watch,0,0,1,0,0,0,0,,0,0,0.010033445,warrior,1
291,Aethelmure,0,,,1,0,0,0,0,0,1,,0,0,0.013377926,official,1
292,Aggar,1,,House Greyjoy,0,1,0,0,1,0,0,,0,0,0.026755853,smallfolk,0
293,Agrivane,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official,1
294,Aerys I Targaryen,1,,,0,0,0,0,0,0,0,,3,1,0.622073579,king,0
295,Alaric of Eysen,0,,,0,0,1,1,0,0,0,,0,0,0.016722408,smallfolk,1
296,Aerys II Targaryen,1,,,0,0,0,0,0,0,0,,10,1,1,king,0
297,Alebelly,1,Northmen,House Stark,0,1,0,0,0,0,0,,0,0,0.030100334,smallfolk,0
298,Alequo Adarys,1,Tyroshi,Band of Nine,0,0,0,0,0,0,0,,0,0,0.013377926,king,0
299,Alester Oakheart,1,,House Oakheart,0,0,0,1,0,0,0,,0,0,0.016722408,noble,1
300,Alia,0,,,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
301,All-for-Joffrey,1,,,0,1,0,0,0,0,0,,0,0,0.006688963,smallfolk,0
302,Allaquo,1,Braavosi,,0,0,0,1,0,0,0,,0,0,0.02006689,smallfolk,1
303,Allyria Dayne,0,,House Dayne,0,0,1,0,0,0,0,,0,0,0.023411371,noble,1
304,Alicent Hightower,0,,House Hightower,0,0,0,0,0,1,1,45,4,1,0.267558528,official,0
305,Alyce,1,,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk,1
306,Alvyn Sharp,1,Ironborn,House Sharp,0,0,0,1,0,0,0,,0,0,0.010033445,warrior,1
307,Alyn Hunt,1,,House Hunt,0,0,0,1,0,0,1,,0,0,0.013377926,noble,1
308,Alys Arryn,0,,House Arryn,0,0,0,1,0,1,0,,1,1,0.080267559,noble,1
309,Alysanne Bracken,0,,House Bracken,0,0,0,0,1,0,0,,0,0,0.033444816,noble,1
310,Alyn Velaryon,1,Valyrian,House Velaryon,0,0,0,1,1,1,1,56,0,0,0.160535117,lord,0
311,Alysanne Osgrey,0,,House Osgrey,0,0,0,0,0,0,0,21,0,0,0.026755853,noble,0
312,Alyssa Arryn,0,,House Arryn,1,0,0,0,0,0,0,,0,0,0.006688963,noble,1
313,Alysanne Hightower,0,,House Hightower,0,0,0,1,0,1,0,,0,0,0.056856187,noble,1
314,Amabel,0,,House Whent,0,1,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
315,Ambrode,0,Ironborn,,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
316,Andrey Dalt,0,Dornish,House Dalt,0,0,0,1,0,0,1,,0,0,0.036789298,knight,1
317,Andrey Charlton,1,,House Charlton,0,1,0,0,0,0,1,,0,0,0.013377926,knight,0
318,Argrave the Defiant,1,,House Butterwell,0,0,0,0,0,0,1,,0,0,0.013377926,knight,1
319,Armen,1,,,0,0,0,1,0,0,0,,0,0,0.030100334,smallfolk,1
320,Arneld,1,,,0,1,0,0,0,0,1,,0,0,0.003344482,knight,1
321,Arnell,1,,Night's Watch,0,1,0,0,0,0,1,,0,0,0.006688963,knight,1
322,Arrec Durrandon,1,,,0,0,0,0,0,0,0,,0,0,0,king,1
323,Arron,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.043478261,warrior,1
324,Arryk (guard),0,,House Tyrell,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
325,Arron Qorgyle,1,,House Qorgyle,0,0,1,1,0,0,1,,0,0,0.023411371,noble,1
326,Arson,1,Free Folk,,0,0,1,0,0,0,0,,0,0,0,smallfolk,1
327,Aubrey Ambrose,1,,House Ambrose,0,0,0,0,0,0,1,,0,0,0.006688963,knight,1
328,Ayrmidon,0,Valyrian,,1,0,0,0,0,0,0,,0,0,0.006688963,smallfolk,1
329,Baelon Targaryen (son of Viserys I),1,Valyrian,House Targaryen,0,0,0,0,0,0,1,0,0,0,0.100334448,noble,0
330,Baelon Targaryen (son of Aerys),0,Valyrian,House Targaryen,0,0,0,0,0,0,1,,0,0,0.043478261,lord,1
331,Balon Botley,1,Ironborn,House Botley,0,0,0,1,0,0,0,,0,0,0.050167224,noble,1
332,Baelor Targaryen (son of Daeron II),1,,House Targaryen,0,0,1,0,0,1,1,39,3,1,0.474916388,prince,0
333,Bandy,0,Northmen,House Stark,0,1,0,1,0,0,0,,0,0,0.02006689,smallfolk,1
334,Bannen,1,,Night's Watch,0,1,1,0,0,0,0,,0,0,0.033444816,warrior,0
335,Barre,1,,,0,1,0,0,0,0,0,,0,0,0.013377926,official,1
336,Barbara Bracken,0,,House Bracken,0,0,0,0,1,0,0,,0,0,0.030100334,noble,1
337,Barth (brewer),1,,House Stark,0,1,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
338,Bass,0,,Night's Watch,1,0,0,0,0,0,0,,0,0,0,smallfolk,1
339,Bearded Ben,1,,Night's Watch,0,0,0,1,1,0,0,,0,0,0.023411371,warrior,1
340,Becca,1,,House Arryn,1,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
341,Beck,1,,,0,0,1,0,0,0,1,6,0,0,0,smallfolk,1
342,Belandra,0,,House Martell,0,0,0,1,0,0,0,,0,0,0.006688963,smallfolk,1
343,Beldecar,0,,,0,0,1,0,0,0,0,,0,0,0.006688963,smallfolk,1
344,Belis,1,,Alchemists' Guild,0,0,1,0,0,0,1,,0,0,0.02006689,warrior,1
345,Bellonara Otherys,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk,1
346,Bella,0,,,0,0,1,1,0,0,0,22,0,0,0.08361204,smallfolk,1
347,Ben,1,,,0,0,0,1,0,0,0,12,0,0,0.010033445,smallfolk,1
348,Ben Blackthumb,1,,House Whent,0,1,0,1,0,0,0,,0,0,0.026755853,smallfolk,1
349,Ben Bones,1,,House Bolton,0,0,0,0,1,0,0,,0,0,0.033444816,official,1
350,Ben Bushy,0,,House Bushy,0,0,0,1,0,0,1,,0,0,0.023411371,knight,0
351,Benedict,0,,,0,0,0,1,0,0,1,,0,0,0.013377926,official,1
352,Benjen Stark (Bitter),1,Northmen,,0,1,0,0,0,0,0,,0,0,0.013377926,king,1
353,Benjen Stark (Sweet),1,Northmen,,0,1,0,0,0,0,0,,0,0,0.013377926,king,1
354,Bennet,0,,,0,0,0,1,0,0,0,,0,0,0.006688963,official,1
355,Bennis,1,,House Osgrey,0,0,0,0,0,0,1,,0,0,0.036789298,knight,1
356,Beqqo,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.003344482,smallfolk,1
357,Bennarion Botley,1,Ironborn,House Botley,0,0,0,1,0,0,0,,0,0,0.046822742,noble,1
358,Beron Blacktyde,0,,House Blacktyde,0,0,0,1,1,0,0,,0,0,0.016722408,official,1
359,Bertram Beesbury,1,,House Beesbury,0,0,1,0,0,0,1,,0,0,0.003344482,knight,1
360,Bessa,1,,,0,0,1,0,0,0,0,,0,0,0.006688963,smallfolk,1
361,Bessa (Winterfell),0,Northmen,,1,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
362,Bess Bracken,0,,House Bracken,0,0,0,0,1,0,0,,0,0,0.030100334,noble,1
363,Bethany (Blushing Bethany),0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.016722408,smallfolk,1
364,Bethany Fair-Fingers,0,,,0,0,1,0,0,0,0,,0,0,0.006688963,smallfolk,1
365,Bharbo,0,Dothraki,,1,0,0,0,0,0,0,,2,1,0.003344482,warrior,1
366,Big Boil,1,Free Folk,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk,1
367,Blind Doss,0,Free folk,,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
368,Blane,1,,Night's Watch,0,1,1,0,0,0,0,,0,0,0.02006689,warrior,1
369,Bodger,0,Free Folk,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk,1
370,Borcas,1,,Night's Watch,1,0,0,0,0,0,0,,0,0,0,smallfolk,1
371,Bors,1,,House Martell,0,0,0,1,0,0,0,,0,0,0.006688963,smallfolk,1
372,Borroq,1,Free folk,,0,0,0,0,1,0,0,,0,0,0.026755853,warrior,1
373,Boy,1,,,0,0,1,1,0,0,0,21,0,0,0.010033445,smallfolk,1
374,Brandon Stark (Bad),1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.016722408,king,1
375,Brandon Stark (Burner),1,Northmen,,1,1,0,0,0,0,0,,0,0,0.033444816,king,1
376,Brandon Stark (the daughterless),1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.033444816,noble,1
377,Brandon Stark (son of Cregan),1,Northmen,House Stark,0,1,0,0,0,1,1,,0,0,0.143812709,lord,1
378,Brandon Stark (Shipwright),1,Northmen,,1,1,0,0,0,0,0,,0,0,0.036789298,king,1
379,Brea,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.023411371,smallfolk,1
380,Brella,0,,House Baratheon,0,0,1,1,0,0,0,,0,0,0.016722408,smallfolk,1
381,Brenett,1,,House Frey,0,0,1,0,0,0,1,,0,0,0.003344482,official,1
382,Briar,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.010033445,warrior,1
383,Brogg,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.006688963,smallfolk,1
384,Brusco,1,Braavosi,,0,0,0,1,1,0,0,,0,0,0.046822742,smallfolk,1
385,Brown Bernarr,0,,Night's Watch,0,1,1,0,0,0,0,,0,0,0.023411371,warrior,0
386,Bryan of Oldtown,0,Reach,,0,0,0,0,0,0,0,,0,0,0.003344482,warrior,1
387,Bryen,1,,House Baelish,0,0,1,0,0,0,0,85,0,0,0.016722408,warrior,1
388,Buford Bulwer,1,,House Bulwer,0,0,0,0,0,0,1,,0,0,0.016722408,knight,1
389,Bump,1,Free folk,,0,0,0,0,1,0,0,,0,0,0.023411371,smallfolk,1
390,Buu,0,,,1,0,0,0,0,0,0,,0,0,0,smallfolk,1
391,Byan Votyris,1,Norvoshi,,1,0,0,0,0,0,0,,0,0,0,warrior,1
392,Byam Flint,1,,Night's Watch,0,0,1,0,0,0,1,,0,0,0.02006689,noble,0
393,Byren Flowers,1,,,0,0,0,0,0,0,1,,0,0,0.006688963,knight,1
394,Byron,0,,House Baelish,0,0,0,1,1,0,1,,0,0,0.02006689,knight,1
395,Cadwyl,1,Ironborn,House Greyjoy,0,1,1,0,0,0,0,,0,0,0.010033445,warrior,1
396,Lord Cafferen,1,,House Cafferen,0,0,1,0,0,0,1,,0,0,0.02006689,warrior,0
397,Calon,0,Northmen,House Stark,0,1,0,0,0,0,0,,0,0,0.013377926,smallfolk,1
398,Cadwyn,0,,House Lannister,0,1,0,0,0,0,1,,0,0,0,knight,1
399,Canker Jeyne,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
400,Carellen Smallwood,0,,House Smallwood,0,0,1,1,0,0,0,,0,0,0.036789298,noble,1
401,Cass,0,,,0,0,1,1,0,0,0,,0,0,0.016722408,smallfolk,1
402,Carrot,0,,House Royce of the Gates of the Moon,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
403,Castos,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official,1
404,Cedra,0,,House Martell,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk,1
405,Catelyn Bracken,0,,House Bracken,0,0,0,0,1,0,0,,0,0,0.030100334,noble,1
406,Cedric Payne,1,,House Payne,0,0,0,1,0,0,1,,0,0,0.013377926,knight,0
407,Cedrik Storm,0,,House Buckler,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
408,Cerrick,1,Ironborn,House Webber,0,0,0,0,0,0,1,,0,0,0.006688963,official,1
409,Cetheres,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official,1
410,Catelyn Stark,0,Rivermen,House Tully,0,0,0,0,0,1,1,35,7,1,0,noble,0
411,Cheyk,0,,Black Ears,1,1,0,0,1,0,0,,0,0,0.013377926,smallfolk,1
412,Chiggen,1,,,1,0,0,0,0,0,0,,0,0,0.016722408,smallfolk,0
413,Clarence Crabb,1,,House Crabb,0,0,0,1,0,0,1,,0,0,0.026755853,knight,1
414,Clarence Charlton,0,,House Charlton,0,0,0,0,0,0,1,,0,0,0.013377926,knight,1
415,Clarence Crabb (Short),1,,House Crabb,0,0,0,1,0,0,1,,0,0,0.006688963,knight,1
416,Clement,1,,,0,0,0,1,0,0,1,54,0,0,0.013377926,smallfolk,1
417,Cleyton Caswell,0,,House Caswell,0,0,0,0,0,0,1,,0,0,0.003344482,knight,1
418,Clifford Conklyn,1,,House Conklyn,0,0,0,0,0,0,1,,0,0,0.006688963,noble,1
419,Colen of Greenpools,1,,House Baratheon,0,1,0,0,0,0,1,,0,0,0.016722408,knight,1
420,Collio Quaynis,1,Tyroshi,,0,0,1,0,0,0,0,,0,0,0.016722408,smallfolk,1
421,Conn,1,Vale mountain clans,Stone Crows,1,0,0,0,0,0,0,,0,0,0.013377926,smallfolk,0
422,Coratt,1,Vale mountain clans,Stone Crows,1,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
423,Cosgrove,0,,House Butterwell,0,0,0,0,0,0,1,,0,0,0,smallfolk,1
424,Cossomo,1,Braavosi,,0,0,0,1,0,0,0,,0,0,0.013377926,magician,1
425,Courtenay Greenhill,0,,House Greenhill,0,0,0,1,0,0,1,,0,0,0,knight,1
426,Cregan Karstark,1,Northmen,House Karstark,0,0,0,0,1,0,0,56,0,0,0.066889632,noble,1
427,Cutjack,1,,,0,1,0,0,0,0,0,,0,0,0.033444816,warrior,1
428,Dacks,1,,House Redfort,1,0,0,0,0,0,0,,0,0,0,noble,1
429,Daella Targaryen (daughter of Jaehaerys I),0,Valyrian,House Targaryen,0,0,0,0,0,1,1,28,0,0,0.086956522,noble,0
430,Daella Targaryen (daughter of Maekar I),1,Valyrian,House Targaryen,0,0,0,0,0,0,1,100,0,0,0.080267559,noble,0
431,Daenerys Targaryen (daughter of Aegon IV),0,,House Targaryen,0,0,0,0,1,1,1,100,10,1,0.093645485,noble,0
432,Daeron I Targaryen,1,,,0,0,0,0,0,0,0,,7,1,0.518394649,king,0
433,Daena Targaryen,0,Valyrian,House Targaryen,0,0,0,0,0,1,1,100,7,1,0.227424749,official,0
434,Daeryssa,0,,,1,0,0,0,0,0,1,,0,0,0.006688963,noble,1
435,Daeron Targaryen (son of Viserys I),1,,House Targaryen,0,0,0,0,0,0,1,16,0,0,0.227424749,knight,0
436,Dagon Ironmaker,1,Ironborn,House Ironmaker,0,0,0,1,0,0,0,,0,0,0.016722408,noble,1
437,Daeron Targaryen (son of Maekar I),1,,House Targaryen,0,1,0,1,0,1,1,31,0,0,0.130434783,prince,0
438,Daeron II Targaryen,1,,,0,0,0,0,0,0,0,,10,1,0.765886288,king,0
439,Dake,1,,House Osgrey,0,0,0,0,0,0,0,,0,0,0.010033445,smallfolk,1
440,Dale Drumm,0,,House Drumm,0,0,0,1,0,0,0,,0,0,0.010033445,noble,1
441,Dalla (Dragonstone),0,,House Baratheon of Dragonstone,0,1,0,0,0,0,0,,0,0,0.006688963,smallfolk,1
442,Damon Lannister (lord),1,Westerman,House Lannister,0,0,0,0,0,1,1,,0,0,0,lord,0
443,Dan,1,Free Folk,,0,0,1,1,0,0,0,,0,0,0.003344482,smallfolk,1
444,Damon Lannister (son of Jason),1,,House Lannister,0,0,0,0,0,1,0,61,0,0,0.060200669,noble,1
445,Darla Deddings,0,,House Deddings,0,0,0,0,0,0,1,,0,0,0.010033445,noble,1
446,Danos Slynt,1,,House Slynt,0,0,1,0,0,0,0,,0,0,0.023411371,noble,1
447,Daughter of the Dusk,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk,1
448,Del,0,Free Folk,,0,0,1,1,0,0,0,16,0,0,0.013377926,smallfolk,0
449,Denestan,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,official,1
450,Denyo Terys,1,Braavosi,,0,0,0,1,0,0,0,18,0,0,0.016722408,smallfolk,1
451,Dennis Plumm,1,,House Plumm,0,0,1,1,0,0,1,,0,0,0.026755853,knight,1
452,Denys Drumm,1,Ironborn,House Drumm,0,0,0,1,0,0,0,,0,0,0.016722408,warrior,1
453,Denys Redwyne,1,,House Redwyne,0,0,0,1,0,0,0,,0,0,0.073578595,noble,1
454,Denyse Hightower,0,,House Hightower,0,0,0,1,0,1,0,,0,0,0.073578595,noble,1
455,Dhazzar,0,Ghiscari,,0,0,0,0,1,0,1,,0,0,0.013377926,noble,1
456,Dick Follard,1,,Night's Watch,0,0,1,0,0,0,0,,0,0,0.030100334,warrior,0
457,Dickon Manwoody,1,,House Manwoody,0,0,1,1,0,0,0,,0,0,0.026755853,noble,1
458,Dobber,1,,,0,1,0,0,0,0,0,,0,0,0.026755853,warrior,0
459,Donnel Drumm,1,Ironborn,House Drumm,0,0,0,1,0,0,0,,0,0,0.016722408,warrior,1
460,Donel Greyjoy,1,Ironborn,House Greyjoy,0,0,0,1,0,0,0,,0,0,0.060200669,noble,1
461,Donella Hornwood,0,Northmen,House Manderly,0,1,0,0,1,1,1,50,0,0,0.096989967,lord,0
462,Donnel Hill,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.043478261,noble,1
463,Donnis,0,Northmen,House Stark,1,0,0,0,0,0,0,,0,0,0.006688963,smallfolk,1
464,Donyse,0,,,0,0,1,0,0,0,0,,0,0,0,smallfolk,1
465,Dorcas,0,,House Lannister,0,0,0,1,0,0,0,,0,0,0.02006689,smallfolk,1
466,Dornish Dilly,0,,Night's Watch,0,0,1,0,0,0,0,,0,0,0.003344482,warrior,0
467,Dorren Stark,1,Northmen,,0,1,0,0,0,0,0,,0,0,0.013377926,king,1
468,Draqaz,0,Ghiscari,,0,0,0,0,1,0,1,,0,0,0.016722408,noble,1
469,Drennan,1,Ironborn,House Greyjoy,0,1,0,0,0,0,0,,0,0,0.013377926,warrior,0
470,Dudley,1,,,0,0,1,0,0,0,1,,0,0,0,knight,1
471,Dryn,1,Free Folk,,0,0,1,1,1,0,0,,0,0,0.016722408,smallfolk,1
472,Dunaver,0,,House Lannister,0,1,0,0,0,0,1,,0,0,0.006688963,knight,1
473,Durran,1,First Men,,0,0,0,0,0,0,0,,0,0,0.043478261,king,1
474,Dyah,0,Free Folk,,0,0,1,1,0,1,0,,0,0,0.016722408,noble,1
475,Dykk Harlaw,1,,House Harlaw,0,1,0,0,0,0,0,,0,0,0.010033445,noble,0
476,Easy,1,,Night's Watch,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,0
477,Duncan Targaryen,1,,House Targaryen,0,0,1,1,1,1,1,39,6,1,0.140468227,prince,0
478,Edgerran Oakheart,1,,House Oakheart,0,0,0,1,0,0,1,,0,0,0.006688963,noble,1
479,Eden Risley,1,,House Risley,0,0,0,0,0,0,1,,0,0,0.003344482,noble,1
480,Edmund Ambrose,0,,House Ambrose,0,0,0,1,0,0,1,,0,0,0.023411371,knight,1
481,Edwyn Osgrey,1,,House Osgrey,0,0,0,0,0,0,1,,0,0,0.02006689,knight,0
482,Eggon,1,,House Clegane,0,1,0,0,0,0,0,,0,0,0.013377926,smallfolk,1
483,Eglantine,0,,Faith of the Seven,0,0,0,1,0,0,0,,0,0,0.006688963,smallfolk,1
484,Egon Emeros,0,Qartheen,Pureborn,0,1,0,0,1,0,0,,0,0,0.013377926,noble,1
485,Eldiss,1,Ironborn,,0,1,0,0,0,0,0,,0,0,0.013377926,smallfolk,1
486,Eldred Codd,1,Ironborn,House Codd,0,0,0,1,0,0,0,,0,0,0.016722408,warrior,1
487,Elaena Targaryen,0,Valyrian,House Targaryen,0,0,0,0,0,1,1,70,7,1,0.137123746,noble,0
488,Elys Westerling,0,,House Westerling,0,0,1,0,0,0,1,,0,0,0.013377926,knight,1
489,Elyas Willum,1,,House Willum,0,1,0,0,0,0,0,,0,0,0.013377926,knight,1
490,Elza,0,Meereenese,House of Galare,0,0,0,0,1,0,0,,0,0,0.010033445,smallfolk,0
491,Emma,0,,,0,0,0,1,0,0,0,45,0,0,0.016722408,smallfolk,1
492,Elys Waynwood,0,,House Waynwood,0,0,0,1,0,1,1,,0,0,0.070234114,noble,1
493,Emrick,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.043478261,warrior,1
494,Endehar,0,,,0,1,0,0,0,0,0,,0,0,0,smallfolk,1
495,Emphyria Vance,0,,House Vance of Wayfarer's Rest,0,0,0,1,0,0,0,,0,0,0.016722408,noble,1
496,Enger,0,,House Tully,0,1,0,0,0,0,0,,0,0,0,smallfolk,1
497,Erik Ironmaker,1,Ironborn,House Ironmaker,0,0,0,1,1,1,1,94,0,0,0.050167224,warrior,1
498,Erreck,1,,,0,0,1,0,0,0,1,,0,0,0.003344482,official,1
499,Erreg,0,Andal,,0,0,1,0,0,0,1,,0,0,0.016722408,king,1
500,Errok,1,Free Folk,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk,1
501,Erryk (guard),0,,House Tyrell,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
502,Esgred,1,,,0,1,0,0,0,0,0,,0,0,0,smallfolk,1
503,Eustace (Braavos),0,,Faith of the Seven,0,0,0,1,0,0,0,,0,0,0.010033445,official,1
504,Eustace (Dance of the Dragons),1,,Faith of the Seven,0,0,0,0,0,0,0,,0,0,0.036789298,official,1
505,Ezzara,0,Ghiscari,,0,0,0,0,1,0,1,,0,0,0.006688963,smallfolk,1
506,Euron Greyjoy,1,Ironborn,,0,0,0,0,0,0,0,,4,1,0.739130435,king,1
507,Ezzelyno,0,Braavosi,R'hllor,0,0,0,1,0,0,1,,0,0,0.013377926,official,1
508,Fern,0,,,0,0,1,0,0,0,0,,0,0,0.006688963,smallfolk,1
509,Ferny,0,Free Folk,,0,0,1,1,0,1,0,,0,0,0.016722408,noble,1
510,Ferret,0,,,0,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
511,Fogo,1,Dothraki,,1,0,0,0,0,0,1,,0,0,0.02006689,warrior,0
512,Fornio,1,,Night's Watch,0,0,1,0,0,0,0,,0,0,0.010033445,warrior,1
513,Fralegg,1,Ironborn,,0,0,0,1,0,0,0,,0,0,0.006688963,warrior,1
514,Frenya,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.043478261,warrior,0
515,Frynne,0,,,0,0,0,1,0,0,0,,0,0,0,smallfolk,1
516,Gage,0,,House Stark,1,1,1,0,0,0,0,,0,0,0.033444816,smallfolk,1
517,Galladon of Morne,1,,,0,0,0,0,0,0,1,,0,0,0,knight,1
518,Gallard,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,official,1
519,Galt,0,Vale mountain clans,Stone Crows,0,1,0,1,0,0,0,,0,0,0.003344482,smallfolk,1
520,Galtry the Green,1,,,0,0,0,0,0,0,1,,0,0,0.013377926,knight,1
521,Galyeon of Cuy,1,,,0,0,1,0,0,0,0,,0,0,0.006688963,smallfolk,1
522,Gareth the Grey,1,,,0,0,0,0,0,0,1,,0,0,0.003344482,knight,1
523,Garigus,1,,Alchemists' Guild,0,0,1,0,0,0,1,,0,0,0.02006689,warrior,1
524,Garizon,0,,,0,0,0,1,0,0,1,,0,0,0.006688963,official,1
525,Gariss,1,,House Stark,0,1,0,0,0,0,0,,0,0,0,smallfolk,1
526,Garrett Paege,1,,House Paege,0,0,0,1,1,0,0,,0,0,0.013377926,noble,1
527,Garth XII Gardener,0,,,0,0,0,0,0,0,0,,0,0,0.013377926,king,1
528,Garth of Oldtown,0,,Night's Watch,0,0,1,0,0,0,0,,0,0,0.02006689,warrior,0
529,Gascoyne,0,,House Martell,0,0,0,1,1,0,1,,0,0,0.013377926,knight,1
530,Gavin,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.006688963,warrior,1
531,Gelmarr,1,,House Greyjoy,0,1,0,0,1,0,0,,0,0,0.026755853,smallfolk,0
532,Gerren,0,,,0,1,0,0,0,0,0,,0,0,0.016722408,warrior,1
533,Gerold Lannister,1,Westerman,House Lannister,0,0,0,0,0,1,1,,0,0,0.086956522,lord,0
534,Ghael,1,Astapori,,0,0,1,0,1,0,1,,0,0,0.023411371,lord,1
535,Gillam,1,,,0,0,0,1,0,0,1,,0,0,0.010033445,smallfolk,1
536,Gladden Wylde,1,,House Wylde,1,0,0,0,0,0,1,,0,0,0.016722408,knight,0
537,Glendon Flowers,1,,,0,0,0,0,0,0,1,100,0,0,0.080267559,knight,0
538,Goady,0,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.016722408,warrior,1
539,Godwyn,1,,House Lannister,1,0,0,0,0,0,0,,0,0,0,smallfolk,1
540,Gormond Drumm,1,Ironborn,House Drumm,0,0,0,1,0,0,0,,0,0,0.006688963,noble,1
541,Gowen Baratheon,1,,House Baratheon,1,0,0,0,0,1,0,,0,0,0.016722408,noble,1
542,Grance Morrigen,1,,House Morrigen,0,0,0,0,0,0,1,,0,0,0.010033445,knight,1
543,Grazdan,1,Astapori,,0,0,1,0,0,0,1,,0,0,0.013377926,smallfolk,0
544,Grazdan zo Galare,1,Meereenese,House of Galare,0,0,0,0,1,0,0,,0,0,0.02006689,noble,1
545,Green Gergen,1,,,0,0,0,0,0,0,0,,0,0,0,smallfolk,1
546,Great Walrus,1,Free Folk,,0,0,0,0,1,0,0,,0,0,0.013377926,warrior,1
547,Gretchel,1,,House Arryn,0,0,0,1,1,0,0,,0,0,0.016722408,smallfolk,1
548,Grey King,1,Ironborn,,0,0,0,0,0,0,0,,0,0,0.076923077,king,1
549,Griffin King,1,First Men,,0,0,0,0,0,0,0,,0,0,0.02006689,king,1
550,Grigg,0,Free Folk,,0,0,1,1,0,0,0,,0,0,0.006688963,smallfolk,1
551,Grisel,0,,House Baelish,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
552,Grisella,0,Free Folk,,0,0,0,0,1,0,0,,0,0,0.010033445,warrior,1
553,Gulian,0,,,0,0,0,1,0,0,1,,0,0,0.003344482,official,1
554,Gulian Qorgyle,1,,House Qorgyle,0,0,0,1,0,0,1,,0,0,0.013377926,noble,1
555,Gurn,0,Vale mountain clans,Stone Crows,1,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
